id,username,location,tweet
1484568691035578369,Engr Gerald,"Lagos, Nigeria","RT @urchilla01: Rufai: when are we going to see your manifesto? 

Peter Obi: ""I can hire professionals to write something I don't believe i…"
1544279577123504129,Recalibrate 9ja,Nigeria,"RT @BarrTailorson: Dr. Doyin Okupe tells Seun that no Peter Obi supporter has gotten out of line.

Nigerians are entitled to be angry, he s…"
1709877912,Peter Obi's Structure,"Lagos, Nigeria","RT @firstladyship: They tried to link Peter Obi to IPOB &amp; failed. As a Nationalist &amp; a rational thinker, Obi will give the foreclosed NNPP…"
744643170349293568,king beyond the Niger,Nigeria,"RT @Sports_Doctor2: Both Doyin Okupe and Peter Obi has been on the offensive, pressing their necks and using their words against them.

If…"
1562823967,Kaftan papi,"Lagos, Nigeria","RT @Anayo_Ella: Peter Obi responding to Buba Galadima and Kwankwaso saying he should accept to be the vice president. PO answered, ""why sho…"
1060769225411887104,Ken C. Ezihuo,Nigeria,"@renoomokri Why not leave Mr. Peter Obi alone, why are you picking on him in all issues don't you have any other thing to discuss?"
229910086,Forward Ever,,"RT @Colinsuba: Rufai low-key campaigning for Peter Obi on
 #TheMorningShow
#arisetv 
Righteousness exalts a Nation."
1525259693928620032,Emmanuel Francis,,"RT @PeterObiUpdates: Even his enemies love's and wants to listen to him. Pure love 💕 One love 😘 One Nigeria 🇳🇬 One He Peter Obi. 

Please h…"
1343902595019116544,Kayode Folorunsho,"Lagos, Nigeria","RT @Chude__: ""They said I'm qualified to be the Vice President bcuz of my knowledge of the economy. But Nigeria's problem is the economy. W…"
4859357368,Peter Obi Son,"Ohioville, PA",RT @fairpreshy: To think that my family put on the generator this morning just to watch and listen to Peter Obi😅😅😅. That man won our hearts…
852971794944466944,Akpos🇳🇬🇱🇷,AJ - World,"RT @Chude__: ""The comments from My Elder brother Kwankwaso is why we are where we are today, we vote for Incompetence based on the Primitiv…"
1399873883608698898,🇹🇷 iSell Phones...iSell Laptops...iSell Gadgets,"Lagos, Nigeria","RT @DeeOneAyekooto: ""Morocco's export for 2021 is 50billion dollars and that of Nigeria is under 30billion dollars.....""

Peter Obi on Aris…"
972125444890923008,Obi Nicholas mmaduka,"Lagos, Nigeria","RT @novieverest: 85-year-old Obasanjo is going around the country, mobilizing and getting support for Peter Obi for the interest of Nigeria…"
1312778979447840778,Blood Cult🗯,"Upper West Side, Manhattan","RT @MalachyOdo1: Imagine Peter Obi or even Atiku being pictured abroad with the Chagouri family at this time?

All hell would have been let…"
817091598,Ifeanyi chukwunweike,,RT @donchymes: So Obi was an Apga governor when a PDP Senator @benmurraybruce made this video calling on the Federal Government to copy wha…
1291386118768865280,łeonard,Valhalla ,"RT @firstladyship: “If I am qualified to be Vice President, I am qualified to be the President.”

Peter Obi is the Real Nuggets on Arise TV…"
1401135685818519553,Agaracha Must Come back .,Luanda,"RT @NigeriaRenew: My President always Presidential.

Always exhuming Hope and prospect for our dear country.
Nigeria will surely be better…"
321519215,ADA OBI,Nigeria,"RT @Nkemchor_: Peter Obi speaking on how he plans to impact businesses 
He says,
""I have been a business man so I know the cost on business…"
1496037010083045376,Fhavor Lee,"Lagos, Nigeria","RT @Chude__: ""They said I'm qualified to be the Vice President bcuz of my knowledge of the economy. But Nigeria's problem is the economy. W…"
991767080646201345,UkaegbuGold Ukaegbu,,RT @AndSilipanah: Listening to HE Peter Obi on Arise Tv  looks like listening to the President of Nigeria.
2777771866,Certified Hard Guy,,"RT @khadijasanusi_: Peter Obi: *breathes*

Twitter NG: This is why he should be the next President

It’s cute though"
1311298868823371780,👑Chief Dozzy of 30BG😈😈 peterobi for president✊,"Lagos, Nigeria","RT @urchilla01: Rufai: when are we going to see your manifesto? 

Peter Obi: ""I can hire professionals to write something I don't believe i…"
287413891,Princess for Peter Obi the JW way,portharcourt ,"RT @UchePOkoye: Peter Obi was in Egypt to study how to fix Nigeria's epileptic power supply, while Emi Lokan was in France to meet a Crimin…"
480322707,Stinzy xx,,"RT @firstladyship: I am building a team of competent Nigerians. I want those who can look at me in the face &amp; say; “Mr President, you are w…"
1223272867544076288,Firstson,Middle Of Nowhere,"RT @Odogwu_Nomso: Peter Obi on Arise TV

""This Election should not be based on MY TURN, ETHNICITY OR RELIGION, its should be based on COMPE…"
837331992580620288,Ikechukwu,"Port Harcourt, Nigeria",RT @AndSilipanah: Listening to HE Peter Obi on Arise Tv  looks like listening to the President of Nigeria.
372537576,Jeff 🇺🇲🌎🇬🇭🇳🇬,Worldwide 🌏,"RT @OBIdient_FC: Peter Obi on Arise TV 

""The comments from Kwankwaso is why we are where we are today, we vote for Incompetence based on t…"
1538227517034831872,David Rowland,,"@renoomokri Let's be honest sir, you were the same person that blew what kwakwanso said out of proportion, what he said were just the facts on ground and nothing too bad but you made it seem worse. Now you're blowing Peter Obi's response out of proportion."
237303654,Oscify,,"My dear, Nigeria needs Peter Obi. I believe he can start the fixing of Nigeria!
#PeterObi2023 #PeterObiForPresident2023 #arisetv"
1482374826543230977,IGBO LAST BORN🇺🇸🇳🇬🚀💭💨,"Lagos, Nigeria ","RT @Chude__: WIKE: Anambra Delegates will not vote for Peter Obi

DINO: how will you convince northerners to vote for Peter Obi

PASTOR POJ…"
3017883104,willz Og,"Istanbul, Turkey","RT @OjukwuOdum: Peter Obi for President of Nigeria. My last wish, my best wish. We too are OBIdient here. Be an OBIdient citizen #Obituarie…"
1478040783567704067,AOA!,Nigeria,"RT @Niifemi_nife: Chelsea this window going after:
Ronaldo 
Sterling 
Neymar
Dembele
Richarlison 
G. Jesus
Raphinha
Leao
Saint-maximan
Rice…"
786590331454234624,Edwin Chukwudi,,"RT @OBIdient_FC: Peter Obi on Arise TV 

""The comments from Kwankwaso is why we are where we are today, we vote for Incompetence based on t…"
1533986593601642497,Edwin Michael,,@Naija_PR Peter Obi song 🎧 always on repeat 🔂
2861154703,Ladybird,"Abuja, Nigeria","RT @Anayo_Ella: Peter Obi responding to Buba Galadima and Kwankwaso saying he should accept to be the vice president. PO answered, ""why sho…"
162269683,Your Guy of Gisborn,Here n there; everywhere,"RT @kingdikin: I want to show people love when they show me hatred - Peter Obi on Arise tv 

#PeterObiForPresident2023
#TheMorningShow"
1209040163806035968,NWA DOT 💅,"Owerri, Nigeria","RT @Sports_Doctor2: On Arise Tv, Peter Obi talked about how he supported UMZA Rice, one of the biggest rice milling factory in Nigeria loca…"
1482270407956836355,Rishyno,,"RT @IkukuomaC: Mr Peter Obi resounding response to Rabiu Kwankwaso "" His comments is the reason we have 100m Nigerians living in poverty ""…"
2729370851,MOMO,,"RT @novieverest: Peter Obi went to Arise TV and cooked a meal for everyone. He didn't choose anyone, he cooked it for everyone.

A national…"
1214597872706097161,Peter Obi is President 2023,Spirit!,RT @AfamDeluxo: Peter Obi spitting fire on Arise TV. ✊🏿
40080005,CHUKWUDI  ECHIANU,,"RT @NigeriaRenew: My President always Presidential.

Always exhuming Hope and prospect for our dear country.
Nigeria will surely be better…"
1383948345345908740,økundaye.eth,Metaverse,"RT @mavisikpeme: Watch how Dr Yusuf Datti Baba-Ahmed , Peter Obi ‘s could be VP called out President Buhari ‘s ineptitude ! 

A combo of co…"
537413511,Oluwafemi,,RT @dubyibe: Even @YeleSowore keenly listened to Peter Obi's lecture this morning on @ARISEtv. Who no like better thing?? 😂😂 #TheMorningSho…
258731913,Ik,Port harcourt 🇳🇬,RT @AfamDeluxo: Bruh. The passion in Peter Obi's to fix Nigeria is something I have never seen before. Especially the power sector.
879350581068017664,Emmanuel Chuks (Isuikwuato Last born),"Port Harcourt, Nigeria","RT @UchePOkoye: On Arise Tv, Peter Obi talked about how he supported UMZA Rice, in Kano State in 2019.

This is the biggest rice milling fa…"
1011936085474250757,RadioboycargoNlogistics,,"RT @Princenechecfr: Peter Obi makes supporting him very easy.
Facts Choke, Track Records over choke."
990006598117584896,Nony🚬,"Lagos, Nigeria","RT @UchePOkoye: On Arise Tv, Peter Obi talked about how he supported UMZA Rice, in Kano State in 2019.

This is the biggest rice milling fa…"
1231366802304897029,♥QUE SERA SERA♥™💎,Allah’s Heart.,"RT @urchilla01: Rufai: when are we going to see your manifesto? 

Peter Obi: ""I can hire professionals to write something I don't believe i…"
999580800382271488,Rare Gem!!,Port Harcourt Nigeria,"RT @Chude__: ""They said I'm qualified to be the Vice President bcuz of my knowledge of the economy. But Nigeria's problem is the economy. W…"
428447456,𝕮𝖆𝖘𝖕𝖊𝖗,Right Behind You ,"RT @PaschalAnusi: If I'm the president, the Governors will be in charge of their state security, why won't I question the governor of Katsi…"
3133468162,ikeazota chibuike,"Imo, Nigeria","RT @IkukuomaC: Mr Peter Obi resounding response to Rabiu Kwankwaso "" His comments is the reason we have 100m Nigerians living in poverty ""…"
744643170349293568,king beyond the Niger,Nigeria,RT @ChifeObi: NEPA restored light in my area just before Peter Obi’s interview on Arise TV and took it immediately the interview ended.😄😄😄…
1534224144400801792,Precious✨,,"RT @Sports_Doctor2: On Arise Tv, Peter Obi talked about how he supported UMZA Rice, one of the biggest rice milling factory in Nigeria loca…"
3584730497,Elon Church,"9.0765° N, 7.3986° E","RT @Elkrosmediahub: Peter Obi’s response to Kwankwaso.  

Again, Nigeria as a nation will be lucky to have this man as president. https://t…"
213317622,Kagal B. B.,Nigeria,"RT @AfamDeluxo: ""I want to show people love, when they show me hatred"" - Peter Obi."
155267810,IVORY OLU,CALABAR,"RT @firstladyship: I am building a team of competent Nigerians. I want those who can look at me in the face &amp; say; “Mr President, you are w…"
1526997018618605569,Mõõsä,,"RT @urchilla01: Rufai: when are we going to see your manifesto? 

Peter Obi: ""I can hire professionals to write something I don't believe i…"
1249652005779451907,Natural man.,,RT @Deborahgaji: Being a Fulani girl from the North does not mean I should be tribalistic in my choice for a better Nigeria 🇳🇬. I'm already…
1325835566987042817,Classroom,,"RT @Anayo_Ella: Peter Obi responding to Buba Galadima and Kwankwaso saying he should accept to be the vice president. PO answered, ""why sho…"
1657688269,Omomummy,"Lagos,Nigeria","RT @Busaayo: This is time for me to travel around and meet people that can help build our economy, not when I enter into the office- Peter…"
611036811,African History,world,"RT @Sharonhonesty94: “Buba Galadima himself said I have a knowledge of the economy, and that’s why I’m qualified to be the Vice President.…"
2332603056,Chidiebere Iwuoha,Nigeria,"RT @Mrugoboss: Over 18k people streamed live Peter Obi's interview on Arise TV YouTube channel and the interview was refreshing.

Nigerians…"
1537398170069737472,Remi Omolabi,,"RT @IkukuomaC: Mr Peter Obi resounding response to Rabiu Kwankwaso "" His comments is the reason we have 100m Nigerians living in poverty ""…"
316587201,Papa,Nigeria,"RT @Morris_Monye: Abia, Delta, Osun, Oyo, Lagos, Plateau, Bayelsa, Enugu, Edo, FCT, Kaduna, Diaspora.

Kindly click the link on the pinned…"
4859357368,Peter Obi Son,"Ohioville, PA","RT @Morris_Monye: Peter Obi now on Arise TV

Feels like the President is talking."
1100523919596052480,Jaynee,,"RT @Chude__: ""If you're part of my team and you agree with me in 3 meetings....you're out. I need people who would say, You're wrong Sir!""…"
329064032,carlitoWay,Everywhere,"RT @mavisikpeme: Watch how Dr Yusuf Datti Baba-Ahmed , Peter Obi ‘s could be VP called out President Buhari ‘s ineptitude ! 

A combo of co…"
786861076860268569,Ike Ihiala🇺🇸,"Illinois, USA",RT @FS_Yusuf_: Peter Obi is holding a masterclass on Arise TV ✊🏿
178031528,Manny,"Sunderland, England","RT @Morris_Monye: Peter Obi now on Arise TV

Feels like the President is talking."
1364930186244947969,David Famous,,RT @abiri_olubunmi: @DanielF84471347 @firstladyship Peter Obi is telling you how he is going to it unlike Buhari that want to use body odou…
1245879568361304065,__ik.official,"Lagos, Nigeria","RT @Niifemi_nife: Chelsea this window going after:
Ronaldo 
Sterling 
Neymar
Dembele
Richarlison 
G. Jesus
Raphinha
Leao
Saint-maximan
Rice…"
1544279577123504129,Recalibrate 9ja,Nigeria,"RT @AlRaheemmuhd: "" The vast land in The North should be farms, while Kano and Kaduna become a processing hubs and that's what I want to do…"
1319238334892355584,Maria kasiemobi,,RT @channelstv: It's dead – DEAD and buried. Doyin Okupe on Peter Obi's alliance with Rabiu Kwankwaso. #PoliticsToday https://t.co/v6OJbrmJ…
707159016577900544,Ayodeji🛡 ❤&💡,"Lagos, Nigeria","RT @tosinunited: Peter Obi goes to National TV to discuss National issues, others go there to discuss Peter Obi…. Peter Obi is a different…"
1251132946117021696,Daniel Eze,,"I will say it again, this government should be apologizing and not campaigning! The alarming level of insecurity in the country tells us why every Nigerian should vote Peter Obi come 2023. Enough of incompetence and cluelessness in government. https://t.co/6MfXhjuOVf"
2982836909,OGHENEKARO_XO,AroundYou,"RT @IkukuomaC: Mr Peter Obi resounding response to Rabiu Kwankwaso "" His comments is the reason we have 100m Nigerians living in poverty ""…"
1272446027828781057,♥lan♥,Nigeria,"RT @Chude__: ""They said I'm qualified to be the Vice President bcuz of my knowledge of the economy. But Nigeria's problem is the economy. W…"
1272446027828781057,♥lan♥,Nigeria,"RT @UchePOkoye: On Arise Tv, Peter Obi talked about how he supported UMZA Rice, in Kano State in 2019.

This is the biggest rice milling fa…"
2551424836,Osman ✌️,"Ilorin,Nigeria",RT @firstladyship: Kwankwaso’s statement is the reason more than 100m Nigerians are in poverty. Don’t vote for Peter Obi because he is from…
1317105621628571648,EOD 🇳🇬,🤐,"RT @Anayo_Ella: Peter Obi responding to Buba Galadima and Kwankwaso saying he should accept to be the vice president. PO answered, ""why sho…"
67308343,Onah Chidera,,"RT @urchilla01: Rufai: when are we going to see your manifesto? 

Peter Obi: ""I can hire professionals to write something I don't believe i…"
184349229,Mmiri malu Ugo..,United States/Abuja,"RT @ChiagozieManuel: Even sowore follow listen to Peter obi 😂😂😂😂😂.
Peter obi na your mate.
#TheMorningShow https://t.co/kMvhlZE9QI"
1291386118768865280,łeonard,Valhalla ,"RT @MalachyOdo1: Imagine Peter Obi or even Atiku being pictured abroad with the Chagouri family at this time?

All hell would have been let…"
869168801996263427,Chinazom ,"Jos, Abuja.",RT @omamode_orieno: @kingchyk @ose_anenih @iam_niceiyke @ARISEtv Ose will not speak on other figures. Not that the error is significant as…
162269683,Your Guy of Gisborn,Here n there; everywhere,"RT @IamGodsonKelly: ""The job of a leader is to provide solution and not to give an excuse.""
-Peter Obi on Arise Tv

I heard you loud and cl…"
4286411967,GinaConsult,,"RT @urchilla01: Peter Obi said ""Nigerians Lo kan!""

I Stan my president ✊🏾"
223787062,iam_orims,"Lagos,Nigeria",RT @firstladyship: Facebook is on lockdown for Peter Obi. We are even playing on Twitter. Peter Obi WILL WIN the Presidential Election!💃👏
892708802335735808,Oma,Nigeria,RT @OscarReborn: So Obi used the Bill and Melinda gates award as best performing governor to build hospitals. It's Peter Obi or Peter Obi
1265395304012099590,something new,Nigeria,"@OyesileJohn I didn't hear Obi or labour party on it.   Or did peter or his campaign manager send it to you?   Abi awareness told you that there is only three parties in Nigeria.   U should be arrested for trying to damage Obi and his supporters image.
And no law against his clothes 4D record"
738445027844730880,Great King,Nigeria... For now,"RT @IconicNino: “This is more than Peter Obi, it's a political revolution empowered by the Nigerian youths”

® Doyin Okupe"
3145415865,$Adam🇳🇬,,"The way Obidients are trying to interpret Peter Obi's so called stinginess as a good thing is just so unworldy. I mean wtf is this statement fr? 
Should actually be said ""stinginess is a structure if destruction"" nd that's not a train we'll aboard in this life or next. Atikulate! https://t.co/qv2z3jrJf5"
207102723,Praise David,Lagos,RT @AfamDeluxo: Bruh. The passion in Peter Obi's to fix Nigeria is something I have never seen before. Especially the power sector.
178654177,Prince Chu'Emeka,"Delta, Nigeria",RT @channelstv: It's dead – DEAD and buried. Doyin Okupe on Peter Obi's alliance with Rabiu Kwankwaso. #PoliticsToday https://t.co/v6OJbrmJ…
938818342210670594,Ruzo bhic,"Head-Bridge, Onitsha, Nigeria.","RT @ronaldnzimora: Peter Obi's campaign team needs translators who can take his interviews and translate them to Igbo, Yoruba, Hausa and Pi…"
1225719522927218688,Mkpe Kekung,,"RT @C_H_U_kwu_Emeka: Peter obi just supplied us with new set of arsenal and battle friendly quotes.

Make I drop one quote here

""Privatisa…"
1481933135877132289,JenninHo,,"RT @IkukuomaC: Mr Peter Obi resounding response to Rabiu Kwankwaso "" His comments is the reason we have 100m Nigerians living in poverty ""…"
511897357,Φ,"Jos, Nigeria","RT @OmoGbajaBiamila: The money we have expended on fuel subsidy alone, would have had a solid impact on our education, health and power sec…"
1538613244268531715,PETER OBI SUPPORTER 💪💪💪💪💪,,RT @firstladyship: Facebook is on lockdown for Peter Obi. We are even playing on Twitter. Peter Obi WILL WIN the Presidential Election!💃👏
1314829977062440960,breezy,,"RT @urchilla01: Peter Obi said ""Nigerians Lo kan!""

I Stan my president ✊🏾"
1341066243646873600,Canary,,"RT @Spotlight_Abby: Brethren, Peter Obi has finished work on Arise TV! Jeez! Man is in a class of his own!

OBIdients, you all make me prou…"
4859357368,Peter Obi Son,"Ohioville, PA","RT @MalachyOdo1: Imagine Peter Obi or even Atiku being pictured abroad with the Chagouri family at this time?

All hell would have been let…"
199947878,#EndSARSNow #BuhariResign,IvyLand ,"RT @DrTheodo: Peter Obi spotted at the airport today.

Is the way he's standing in the line for me😊.

Simplicity is key👌
#PeterObiVPtalks
S…"
1437686228460113925,T Babyy,Nigeria,"RT @ChigozieIAlex: Rufai am building a team, that team has to be formidable full of competent people just like my team in Anambra. I want t…"
360520784,Dennis,"lagos, nigeria","RT @madona1996: Peter Obi just finished on Arise TV.
Rufai and Tundun Abiola came prepared but Peter Obi came more prepared. As usual no in…"
4924984149,CHIDI EBERE #PeterObi4President2023,,RT @AminuShyne: After watching this interview with Peter Obi on @ARISEtv am convinced that the man is God’s way of compensating Nigerians f…
1007515091561078784,the minister .,"Lagos, Nigeria",RT @Nkemchor_: Peter Obi on Arise tv gives response to kwankwaso that focus should be on issues Nigerians are facing and not ethnicity. In…
1023588347753766913,Six Strokes Of KeNn,The Guy Next Door,RT @firstladyship: Kwankwaso’s statement is the reason more than 100m Nigerians are in poverty. Don’t vote for Peter Obi because he is from…
595012305,Solutionking,"Warri, Nigeria","RT @Sadiqsans: @PeterObi is their greatest nightmare, even to those politicians that think they’re the landlords in the north. 

The accept…"
887322555333345281,Edebeatu Chuks,,"RT @Sports_Doctor2: On Arise Tv, Peter Obi talked about how he supported UMZA Rice, one of the biggest rice milling factory in Nigeria loca…"
1533908422470549506,Faruk,"Abuja, Nigeria","RT @akureketical_: Nigeria problem is economy. So why do you want someone who has knowledge of the economy to be Vice? 

You want to use pe…"
1409260599989702656,Thesuperkiddoo,,"RT @MalachyOdo1: Imagine Peter Obi or even Atiku being pictured abroad with the Chagouri family at this time?

All hell would have been let…"
786861076860268569,Ike Ihiala🇺🇸,"Illinois, USA","RT @Chude__: ""They said I'm qualified to be the Vice President bcuz of my knowledge of the economy. But Nigeria's problem is the economy. W…"
953963399599329280,Ugochukwu,Everywhere,RT @urchilla01: Over 20k people tuned in live to watch Peter Obi on @ARISEtv this morning. He dealt with every issue raised. He did not pol…
258731913,Ik,Port harcourt 🇳🇬,"RT @AfamDeluxo: ""I want to show people love, when they show me hatred"" - Peter Obi."
1383343507071410184,StepAdex Empire🇳🇬,"Lagos, Nigeria","RT @ChiagozieManuel: Even sowore follow listen to Peter obi 😂😂😂😂😂.
Peter obi na your mate.
#TheMorningShow https://t.co/kMvhlZE9QI"
1483528716466761732,Akporobaro Wedes,,RT @firstladyship: Only 2 tribes exist in Nigeria: Kingdom of the Elites &amp; that of the Ordinary Nigerians. Elites like Otedola will wake up…
738445027844730880,Great King,Nigeria... For now,"RT @adaigbo_2022: In 2007 when Peter Obi wanted to conduct LG election,PDP ran to court to get injunction to stop him,Obi was managing the…"
116150071,National Daily NG,Nigeria,Peter Obi likely running mate revealed https://t.co/ZnHYhRSC3n
356219545,Ebuka ,LAGOS,"RT @DailyPostNGR: Presidency: Peter Obi not our member, stop linking him to us - IPOB warns Kwankwaso https://t.co/ov3RGcnPn9"
1311298868823371780,👑Chief Dozzy of 30BG😈😈 peterobi for president✊,"Lagos, Nigeria","RT @Jack_ng01: Forget Peter Obi's speech on Arise TV

When you get the opportunity to seat with him one-on-one and discuss these issues, yo…"
316587201,Papa,Nigeria,"RT @iamimanuel: ""I want the people that will look me in the eyes and say 'Mr President, you're wrong"" - President Peter Obi

I started clap…"
2838552327,#PeterObi2023👽,Zion,RT @BBCWorld: Peter Obi: The Labour Party candidate electrifying young Nigerians https://t.co/e6DE9gDHsU
1100761859056115712,Caleb Joseph,"Lagos, Nigeria","RT @Chude__: ""The comments from My Elder brother Kwankwaso is why we are where we are today, we vote for Incompetence based on the Primitiv…"
1344530855641886720,olowo32,,"RT @Passmak_: Peter Obi the man of the people, We need an Economist to solve the Economic problem of Nigeria, Leave Tribalism and Religion…"
175711786,EYEN AKWAIBOM ˢᵀ,ZION,"RT @Anayo_Ella: Peter Obi responding to Buba Galadima and Kwankwaso saying he should accept to be the vice president. PO answered, ""why sho…"
1178837166623019008,Man Above the Earth™ 🌍,,RT @iSlimfit: “I don't want people to vote for me because I am from the Southeast. I want them to vote for me because I'm competent.” - Pet…
2481963493,Kasoa Baahubali 🎤,,I've been following Nigeria's Peter Obi and the man keeps saying all the right things. 🤔 Where have I read this script before?
2216654972,Mastar,,RT @firstladyship: Those vilifying people online are not my supporters. They are people who are paid by my opponents to infiltrate my suppo…
1359200179535118339,OGIDE LYON,,RT @AhmedAbdulla09: I heard that Asari Dokubo recently called out Peter Obi. I can't imagine why criminals are the group of people opposing…
966964254069919744,Peter obi’s suitcase 😜,Space ,"RT @Chude__: ""They said I'm qualified to be the Vice President bcuz of my knowledge of the economy. But Nigeria's problem is the economy. W…"
1011936085474250757,RadioboycargoNlogistics,,"RT @Makavelli275: After watching that Peter Obi’s interview this morning, I am now more willing, and prepared to financially support his ca…"
337107184,bamidele,Nigeria,"RT @Sports_Doctor2: On Arise Tv, Peter Obi talked about how he supported UMZA Rice, one of the biggest rice milling factory in Nigeria loca…"
1497972231967760386,your fav ghal🦋,UK in Jesus name 🙏,"RT @Chude__: Obasanjo is clearly promoting Peter Obi in the North - Mahdi Shehu

We all know Obasanjo is Peter Obi’s biggest fan right?

 h…"
1318086961614172160,Zaghi-codes,"Port Harcourt, Nigeria",RT @firstladyship: Have you read what my former Head of Service wrote? He said that - “stinginess is the strategy of development.” It showe…
833150179,ACE,"Lagos, Nigeria",RT @blossommartins: If your candidate can’t sit with Arise Tv presenters and tackled national issues like PETER OBI Don’t you dare host any…
1090896447963348993,divergent,,"RT @Chude__: ""If you're part of my team and you agree with me in 3 meetings....you're out. I need people who would say, You're wrong Sir!""…"
1172515394801819650,Faith Ebuns,Nigeria,RT @youths4peterobi: “I will not remove fuel subsidy without giving the people something tangible in return” - Peter Obi on Arise TV
1245151022470881280,usmansukola,,RT @akjalo_: “We privatize profit and socialize loss” - Peter Obi
168538284,stanley obinugwu,Lagos,"RT @urchilla01: Rufai: when are we going to see your manifesto? 

Peter Obi: ""I can hire professionals to write something I don't believe i…"
1006713736281886721,PRINCE ALI🦇,Nigeria.,RT @Ndubisi941: @FS_Yusuf_ @PeterObi I am building a team of competent Nigerians. I want those who can look at me in the face &amp; say; “Mr Pr…
936265284792528896,CHINEDU Nwosu,,"RT @Busaayo: This is time for me to travel around and meet people that can help build our economy, not when I enter into the office- Peter…"
1089958022565244928,Vincentjunior,"Taraba, Nigeria","RT @Spotlight_Abby: Pictures of PO's visit to Umza, the Kano rice producer have surfaced. Peter Obi is consistent and strategic. Shun ethni…"
377707270,Mayor of Kaduna,"Abuja, Nigeria","RT @Hafeezbukar: Peter Obi is not for Igbo, Hausa or Yoruba. He is for New Nigeria 🇳🇬"
1314829977062440960,breezy,,"RT @Chude__: ""If you're part of my team and you agree with me in 3 meetings....you're out. I need people who would say, You're wrong Sir!""…"
833192653927960576,Uchay🎵,Nigeria,@mansherry_YOMI @PeterPsquare @PeterObi @ARISEtv There must be something wrong with you. Like it's like you are daft. Can't you see competence? You will not set us back with your candidate. Also note that HE Peter Obi will be the President come 2023. Open your eyes. Are your cursed? Don't come to my TL to cap rubbish again pls
229910086,Forward Ever,,RT @Dimitraruche: Peter Obi just supplied his supporters and progressives several battle clips to fight the leftists!!! He really makes sup…
974493689874706433,Chukwuebuka Chiemeka,"Lagos, Nigeria","RT @AlRaheemmuhd: "" The vast land in The North should be farms, while Kano and Kaduna become a processing hubs and that's what I want to do…"
927009469791375360,OpeyLivapool,,RT @scarfizal: A victim of SARS who was arrested on the orders of Peter Obi narrates his story https://t.co/ErE7LBxvE7
1390984606090936324,McCa,,"RT @firstladyship: By the way, Peter Obi is no threat to Otedola &amp; Co. He simply want to fix Nigeria for all. So they should feel free to t…"
2860394045,Time keeper,Africa🌍 | World 🌏 ,"RT @Hafeezbukar: Peter Obi is not for Igbo, Hausa or Yoruba. He is for New Nigeria 🇳🇬"
868794554652270592,GHOST,End of the world,"RT @Sports_Doctor2: Doyin Okupe went full attack mode tonight on Kwankwaso and I loved every bit of it!

We need to stop playing this defen…"
1320592272417792002,Nzeako Christiana Adanze,"Lagos, Nigeria","RT @firstladyship: Even Rufai, Rotus, Tundun of Arise TV crew, fell under Peter Obi’s spell on #TheMorningShow. Anyone that listen to Peter…"
265974709,Emmanuel Akpata,,"RT @TheresaTekenah: Asari Dokubo blasts Obidients. Says Peter Obi, the latest scam in town. https://t.co/dJQFSCrG5Q"
965712284696895488,Daniel,"Warri, Nigeria","RT @novieverest: Peter Obi on Arise TV was boom!!!
See Rufai thinking of how to pull his shirts and enter the streets to campaign for Peter…"
2570819032,Simeon Michael,"Abuja, Nigeria",RT @ChifeObi: NEPA restored light in my area just before Peter Obi’s interview on Arise TV and took it immediately the interview ended.😄😄😄…
1214597872706097161,Peter Obi is President 2023,Spirit!,RT @LotannaChris: Watching Peter obi on Arise tv this morning has grounded my hope firmly in the Nigerian project...man left Rufai and co i…
3980856419,DEEPSKY,Nigeria ,"RT @Themannnaman: He Peter obi my president 's response to kwankwaso, on arise tv.
.
I tell you if we miss this man as president of Nigeria…"
593816096,𝐏𝐔𝐋𝐈𝐒𝐈𝐂̧𝐀𝐓𝐄,,"RT @Niifemi_nife: Chelsea this window going after:
Ronaldo 
Sterling 
Neymar
Dembele
Richarlison 
G. Jesus
Raphinha
Leao
Saint-maximan
Rice…"
797219091262087169,your favourite guy 💭,Somewhere amongst the living.,"RT @Elkrosmediahub: Those people are not my supporters, they are people that have been paid by my opponents to infiltrate my supporters -•…"
3203595377,kingsley patrick,lagos Nigeria,"RT @ewester0l: Peter Obi speaking on Arise tv about the port reform he wants to deal with. 
#Kuje https://t.co/lGfhj1Zg1e"
2224934922,Eaglesbeak,Lagos nigeria,"RT @JosephOnuorah: In Essence 

Peter Obi said - “NIGERIANS LO KAN”

Inferring that we will NEVER 👎

“gbe kini fun” anybody but Nigerians a…"
3081558132,Reedor Ways,Lagos,RT @Immortality_199: His excellency Peter Obi live on Arise News @ARISEtv. He is always giving d solutions to problems besieging Nigeria. L…
744643170349293568,king beyond the Niger,Nigeria,"RT @AlRaheemmuhd: "" The vast land in The North should be farms, while Kano and Kaduna become a processing hubs and that's what I want to do…"
786861076860268569,Ike Ihiala🇺🇸,"Illinois, USA",RT @Shehusky: I watched Peter Obi on Arise TV and I just went to sleep as if I took sedative. The hope he gives sedated me. The hope be giv…
382596202,Chukwu furu m n'anya😍,Anywhere you want me to be! ,RT @AfamDeluxo: Bruh. The passion in Peter Obi's to fix Nigeria is something I have never seen before. Especially the power sector.
1409260599989702656,Thesuperkiddoo,,"RT @AfamDeluxo: ""I want to show people love, when they show me hatred"" - Peter Obi."
383716402,Alex Ch O,"Leeds City, United Kingdom","RT @C_H_U_kwu_Emeka: Peter obi just supplied us with new set of arsenal and battle friendly quotes.

Make I drop one quote here

""Privatisa…"
